City,State,Age Group,Gender,Coffee Type,Daily Cups Consumed,Preferred Coffee Brand,Consumption Setting,Monthly Coffee Expense (INR),Reason for Consumption,Milk Preference,Sugar Preference,Awareness of Specialty Coffee,Frequency of Café Visits (Per Week),Preferred Time of Consumption,Influence of Social Media on Choice
Delhi,Delhi,26-35,Male,Instant,1,Bru,Home,1276,Habit,No,No Sugar,Yes,4,Morning,No
Lucknow,Uttar Pradesh,26-35,Male,Espresso,4,Local Brand,Café,1274,Habit,Yes,High Sugar,No,6,Afternoon,No
Jaipur,Rajasthan,18-25,Female,Espresso,2,Nestlé,Café,3159,Habit,Yes,High Sugar,No,1,Afternoon,No
Lucknow,Uttar Pradesh,36-50,Other,Filter Coffee,2,Others,Café,4474,Taste,Yes,Less Sugar,No,6,Night,Yes
Delhi,Delhi,36-50,Female,Brewed,4,Local Brand,Café,1969,Taste,Yes,No Sugar,No,0,Evening,Yes
Kolkata,West Bengal,36-50,Male,Cold Coffee,1,Nestlé,Home,696,Socializing,No,High Sugar,Yes,4,Afternoon,Yes
Pune,Maharashtra,36-50,Male,Brewed,5,Bru,Office,4026,Energy,No,Less Sugar,No,1,Night,Yes
Delhi,Delhi,26-35,Other,Espresso,5,Others,Home,518,Socializing,Yes,Less Sugar,Yes,2,Evening,Yes
Delhi,Delhi,36-50,Male,Espresso,4,Local Brand,Café,2603,Energy,Yes,Less Sugar,Yes,6,Evening,Yes
Hyderabad,Telangana,50+,Male,Cold Coffee,1,Nestlé,Office,4524,Socializing,No,Medium Sugar,Yes,0,Night,Yes
Kolkata,West Bengal,50+,Male,Brewed,2,Bru,Café,760,Energy,Yes,No Sugar,Yes,1,Night,Yes
Chennai,Tamil Nadu,18-25,Other,Espresso,3,Starbucks,Office,2706,Taste,No,No Sugar,Yes,6,Morning,Yes
Mumbai,Maharashtra,18-25,Male,Espresso,1,Bru,Office,1354,Socializing,Yes,High Sugar,Yes,4,Night,Yes
Lucknow,Uttar Pradesh,26-35,Other,Cold Coffee,2,Bru,Home,1659,Taste,Yes,High Sugar,No,3,Night,Yes
Bangalore,Karnataka,26-35,Male,Filter Coffee,3,Nestlé,Café,1420,Taste,Yes,High Sugar,Yes,4,Night,No
Ahmedabad,Gujarat,50+,Male,Cold Coffee,4,Bru,Café,3491,Socializing,No,Medium Sugar,No,2,Night,Yes
Ahmedabad,Gujarat,50+,Male,Filter Coffee,2,Bru,Home,3969,Habit,No,High Sugar,Yes,0,Evening,Yes
Delhi,Delhi,18-25,Female,Cold Coffee,4,Others,Home,3369,Energy,No,High Sugar,No,4,Morning,No
Kolkata,West Bengal,36-50,Male,Espresso,2,Nestlé,Office,3530,Taste,No,Less Sugar,Yes,6,Night,No
Pune,Maharashtra,50+,Other,Cold Coffee,4,Others,Office,2258,Socializing,No,Less Sugar,No,2,Evening,No
Pune,Maharashtra,50+,Other,Brewed,2,Bru,Café,2070,Habit,No,Less Sugar,Yes,5,Night,No
Pune,Maharashtra,18-25,Other,Filter Coffee,2,Nestlé,Café,4191,Socializing,Yes,No Sugar,Yes,0,Morning,Yes
Hyderabad,Telangana,26-35,Female,Brewed,2,Others,Café,3573,Socializing,No,Less Sugar,Yes,4,Afternoon,Yes
Jaipur,Rajasthan,36-50,Male,Cold Coffee,2,Bru,Home,3120,Socializing,No,Less Sugar,Yes,1,Morning,Yes
Lucknow,Uttar Pradesh,18-25,Other,Cold Coffee,1,Local Brand,Office,1189,Socializing,No,Less Sugar,Yes,6,Evening,No
Jaipur,Rajasthan,18-25,Other,Instant,2,Nestlé,Home,1952,Taste,No,Less Sugar,Yes,5,Evening,No
Ahmedabad,Gujarat,50+,Other,Filter Coffee,4,Bru,Office,1916,Socializing,Yes,High Sugar,No,2,Night,Yes
Lucknow,Uttar Pradesh,50+,Female,Brewed,1,Bru,Home,3531,Habit,Yes,Less Sugar,Yes,4,Afternoon,Yes
Mumbai,Maharashtra,26-35,Male,Cold Coffee,2,Bru,Office,1578,Energy,No,High Sugar,No,0,Afternoon,Yes
Delhi,Delhi,18-25,Female,Instant,4,Nestlé,Office,1907,Socializing,Yes,No Sugar,No,6,Evening,Yes
Kolkata,West Bengal,50+,Other,Cold Coffee,5,Nestlé,Office,431,Habit,No,Less Sugar,Yes,3,Night,No
Delhi,Delhi,50+,Male,Espresso,5,Others,Office,1812,Socializing,Yes,Less Sugar,Yes,6,Night,No
Jaipur,Rajasthan,26-35,Other,Brewed,3,Nestlé,Home,4856,Taste,No,No Sugar,No,4,Morning,Yes
Pune,Maharashtra,36-50,Female,Instant,3,Starbucks,Office,2279,Habit,Yes,Less Sugar,No,3,Night,Yes
Kolkata,West Bengal,18-25,Male,Filter Coffee,2,Others,Home,4676,Taste,Yes,High Sugar,Yes,6,Evening,Yes
Ahmedabad,Gujarat,26-35,Female,Filter Coffee,3,Local Brand,Home,3205,Socializing,Yes,Medium Sugar,No,2,Afternoon,No
Pune,Maharashtra,36-50,Female,Cold Coffee,1,Nestlé,Café,494,Habit,No,Medium Sugar,No,2,Morning,Yes
Jaipur,Rajasthan,26-35,Female,Instant,5,Bru,Office,1082,Energy,Yes,No Sugar,Yes,1,Afternoon,No
Mumbai,Maharashtra,26-35,Female,Filter Coffee,4,Others,Office,3667,Energy,Yes,Medium Sugar,No,5,Afternoon,No
Kolkata,West Bengal,26-35,Other,Instant,3,Bru,Café,4890,Habit,Yes,Medium Sugar,Yes,2,Evening,Yes
Kolkata,West Bengal,50+,Other,Cold Coffee,3,Starbucks,Office,4431,Energy,Yes,High Sugar,No,1,Night,Yes
Kolkata,West Bengal,36-50,Male,Espresso,5,Others,Office,1601,Energy,No,No Sugar,Yes,6,Evening,Yes
Pune,Maharashtra,50+,Female,Cold Coffee,2,Nestlé,Home,729,Socializing,No,Less Sugar,Yes,3,Night,No
Delhi,Delhi,26-35,Male,Instant,2,Bru,Home,4818,Socializing,No,Less Sugar,Yes,1,Morning,Yes
Kolkata,West Bengal,50+,Other,Instant,3,Nestlé,Café,2821,Energy,No,Medium Sugar,No,6,Evening,No
Delhi,Delhi,18-25,Other,Brewed,5,Starbucks,Home,843,Socializing,Yes,Medium Sugar,Yes,4,Night,No
Mumbai,Maharashtra,26-35,Male,Filter Coffee,5,Others,Home,3795,Energy,Yes,High Sugar,No,2,Afternoon,Yes
Kolkata,West Bengal,26-35,Other,Brewed,3,Bru,Home,754,Energy,Yes,Less Sugar,No,3,Morning,Yes
Ahmedabad,Gujarat,26-35,Other,Instant,2,Bru,Home,2774,Socializing,No,Medium Sugar,Yes,0,Night,Yes
Bangalore,Karnataka,18-25,Other,Espresso,2,Starbucks,Café,3809,Socializing,No,High Sugar,Yes,4,Morning,No
Chennai,Tamil Nadu,26-35,Male,Filter Coffee,1,Others,Home,1193,Energy,No,High Sugar,No,6,Afternoon,No
Kolkata,West Bengal,26-35,Male,Instant,4,Local Brand,Office,1321,Energy,Yes,Medium Sugar,Yes,2,Afternoon,No
Delhi,Delhi,26-35,Male,Cold Coffee,2,Local Brand,Office,255,Habit,No,No Sugar,Yes,4,Morning,No
Kolkata,West Bengal,26-35,Male,Instant,5,Starbucks,Office,857,Socializing,No,High Sugar,No,4,Night,No
Chennai,Tamil Nadu,18-25,Male,Brewed,4,Local Brand,Home,4936,Habit,No,Medium Sugar,Yes,1,Afternoon,No
Hyderabad,Telangana,18-25,Other,Brewed,4,Starbucks,Café,4109,Energy,Yes,No Sugar,No,3,Night,Yes
Lucknow,Uttar Pradesh,36-50,Male,Filter Coffee,4,Bru,Café,994,Taste,No,Medium Sugar,Yes,1,Afternoon,No
Jaipur,Rajasthan,36-50,Male,Cold Coffee,2,Local Brand,Home,2841,Habit,Yes,Less Sugar,Yes,0,Evening,No
Ahmedabad,Gujarat,18-25,Other,Cold Coffee,4,Local Brand,Café,3807,Socializing,No,Medium Sugar,Yes,4,Night,Yes
Jaipur,Rajasthan,36-50,Male,Brewed,3,Starbucks,Café,2157,Socializing,Yes,No Sugar,No,5,Afternoon,No
Chennai,Tamil Nadu,26-35,Male,Espresso,1,Nestlé,Café,3762,Socializing,No,Medium Sugar,No,6,Night,No
Delhi,Delhi,50+,Female,Cold Coffee,4,Nestlé,Office,3821,Habit,No,Less Sugar,Yes,6,Night,Yes
Ahmedabad,Gujarat,50+,Other,Espresso,5,Bru,Home,4713,Energy,No,No Sugar,Yes,2,Morning,No
Ahmedabad,Gujarat,50+,Other,Espresso,5,Others,Office,3647,Socializing,No,High Sugar,No,2,Evening,Yes
Delhi,Delhi,36-50,Female,Espresso,1,Others,Café,3948,Socializing,Yes,Medium Sugar,Yes,1,Afternoon,No
Hyderabad,Telangana,26-35,Female,Cold Coffee,3,Nestlé,Home,3730,Habit,No,Medium Sugar,Yes,6,Evening,Yes
Pune,Maharashtra,18-25,Male,Cold Coffee,4,Starbucks,Café,3215,Energy,Yes,High Sugar,No,4,Evening,Yes
Hyderabad,Telangana,26-35,Female,Instant,1,Bru,Café,1684,Energy,Yes,Medium Sugar,Yes,2,Afternoon,No
Lucknow,Uttar Pradesh,50+,Other,Brewed,5,Bru,Home,2539,Energy,Yes,High Sugar,No,6,Morning,No
Bangalore,Karnataka,50+,Male,Espresso,3,Local Brand,Café,2058,Energy,No,No Sugar,Yes,2,Morning,Yes
Kolkata,West Bengal,18-25,Male,Cold Coffee,5,Local Brand,Home,3145,Habit,No,Less Sugar,Yes,5,Morning,Yes
Bangalore,Karnataka,36-50,Male,Filter Coffee,1,Bru,Café,3785,Taste,Yes,High Sugar,Yes,1,Evening,No
Pune,Maharashtra,18-25,Female,Cold Coffee,4,Bru,Café,4556,Energy,Yes,No Sugar,Yes,1,Evening,Yes
Jaipur,Rajasthan,36-50,Male,Brewed,4,Local Brand,Home,4464,Energy,Yes,High Sugar,Yes,3,Morning,No
Delhi,Delhi,18-25,Other,Espresso,1,Others,Office,4877,Socializing,Yes,High Sugar,No,5,Morning,Yes
Ahmedabad,Gujarat,18-25,Male,Brewed,3,Nestlé,Home,4042,Energy,No,No Sugar,Yes,6,Night,Yes
Pune,Maharashtra,50+,Female,Filter Coffee,4,Others,Home,4150,Habit,Yes,Medium Sugar,Yes,2,Afternoon,No
Chennai,Tamil Nadu,50+,Female,Instant,5,Local Brand,Café,2627,Habit,Yes,Medium Sugar,No,1,Afternoon,Yes
Kolkata,West Bengal,26-35,Other,Instant,5,Starbucks,Office,1510,Energy,Yes,Medium Sugar,No,3,Morning,Yes
Mumbai,Maharashtra,26-35,Other,Instant,1,Nestlé,Home,2474,Energy,Yes,High Sugar,No,2,Night,Yes
Kolkata,West Bengal,36-50,Male,Cold Coffee,3,Others,Café,288,Socializing,No,No Sugar,No,2,Afternoon,Yes
Kolkata,West Bengal,36-50,Female,Filter Coffee,5,Starbucks,Café,321,Socializing,No,No Sugar,No,5,Night,No
Chennai,Tamil Nadu,50+,Female,Brewed,2,Starbucks,Home,232,Taste,No,Medium Sugar,Yes,2,Morning,No
Chennai,Tamil Nadu,18-25,Other,Brewed,2,Starbucks,Home,724,Taste,Yes,No Sugar,No,4,Morning,Yes
Mumbai,Maharashtra,36-50,Female,Cold Coffee,2,Bru,Office,446,Habit,Yes,High Sugar,No,6,Evening,Yes
Mumbai,Maharashtra,36-50,Other,Brewed,3,Local Brand,Office,3301,Taste,Yes,Medium Sugar,No,0,Morning,Yes
Lucknow,Uttar Pradesh,50+,Other,Cold Coffee,3,Nestlé,Home,3159,Energy,No,Less Sugar,Yes,3,Night,No
Mumbai,Maharashtra,50+,Other,Espresso,2,Others,Home,2107,Taste,Yes,High Sugar,Yes,1,Evening,No
Pune,Maharashtra,26-35,Male,Brewed,1,Bru,Office,2678,Habit,No,Medium Sugar,Yes,6,Afternoon,Yes
Lucknow,Uttar Pradesh,36-50,Other,Cold Coffee,3,Starbucks,Café,4659,Energy,No,No Sugar,No,5,Afternoon,Yes
Bangalore,Karnataka,18-25,Female,Filter Coffee,3,Nestlé,Home,1466,Taste,No,High Sugar,No,1,Evening,No
Kolkata,West Bengal,50+,Female,Brewed,5,Nestlé,Office,2451,Energy,No,Less Sugar,Yes,4,Night,Yes
Mumbai,Maharashtra,50+,Other,Filter Coffee,5,Nestlé,Home,2273,Socializing,Yes,Medium Sugar,Yes,4,Evening,No
Delhi,Delhi,18-25,Male,Brewed,4,Bru,Café,960,Socializing,No,No Sugar,No,5,Night,Yes
Lucknow,Uttar Pradesh,18-25,Male,Brewed,1,Others,Office,1157,Energy,Yes,Less Sugar,No,5,Afternoon,Yes
Jaipur,Rajasthan,50+,Female,Brewed,2,Bru,Home,3418,Energy,Yes,No Sugar,No,5,Evening,Yes
Lucknow,Uttar Pradesh,26-35,Male,Filter Coffee,2,Others,Office,4413,Habit,Yes,High Sugar,Yes,4,Morning,No
Jaipur,Rajasthan,36-50,Female,Brewed,1,Starbucks,Café,1981,Taste,No,High Sugar,Yes,5,Evening,Yes
Kolkata,West Bengal,36-50,Female,Brewed,2,Bru,Home,3863,Socializing,Yes,High Sugar,Yes,3,Morning,Yes
Kolkata,West Bengal,50+,Other,Filter Coffee,1,Local Brand,Home,1079,Habit,No,Medium Sugar,No,0,Morning,No
Bangalore,Karnataka,50+,Female,Instant,1,Starbucks,Home,366,Taste,Yes,No Sugar,Yes,0,Afternoon,Yes
Mumbai,Maharashtra,26-35,Other,Filter Coffee,2,Nestlé,Café,1629,Socializing,No,Medium Sugar,Yes,5,Evening,Yes
Jaipur,Rajasthan,18-25,Other,Instant,4,Others,Café,4802,Socializing,Yes,Less Sugar,Yes,2,Morning,Yes
Ahmedabad,Gujarat,26-35,Male,Cold Coffee,3,Local Brand,Home,4157,Energy,No,Medium Sugar,No,4,Afternoon,Yes
Ahmedabad,Gujarat,26-35,Male,Instant,1,Bru,Café,4646,Taste,No,Less Sugar,No,5,Evening,No
Mumbai,Maharashtra,26-35,Other,Filter Coffee,1,Others,Café,2164,Habit,No,No Sugar,No,6,Evening,Yes
Pune,Maharashtra,18-25,Other,Instant,2,Bru,Café,2261,Socializing,No,No Sugar,No,2,Evening,Yes
Jaipur,Rajasthan,26-35,Male,Filter Coffee,2,Starbucks,Office,4494,Energy,Yes,Medium Sugar,No,3,Morning,No
Jaipur,Rajasthan,18-25,Other,Instant,5,Others,Home,1664,Habit,Yes,Medium Sugar,Yes,5,Night,Yes
Chennai,Tamil Nadu,36-50,Female,Brewed,4,Others,Home,1365,Habit,Yes,High Sugar,No,4,Evening,Yes
Kolkata,West Bengal,36-50,Female,Espresso,4,Starbucks,Café,1522,Habit,Yes,High Sugar,Yes,3,Morning,Yes
Chennai,Tamil Nadu,50+,Other,Filter Coffee,2,Nestlé,Home,1702,Energy,No,No Sugar,No,4,Evening,Yes
Mumbai,Maharashtra,18-25,Other,Cold Coffee,4,Nestlé,Office,1859,Socializing,No,High Sugar,Yes,4,Morning,Yes
Delhi,Delhi,26-35,Other,Brewed,4,Bru,Office,3262,Energy,Yes,No Sugar,No,4,Afternoon,No
Delhi,Delhi,26-35,Other,Espresso,2,Others,Home,2876,Taste,Yes,No Sugar,Yes,1,Morning,Yes
Chennai,Tamil Nadu,26-35,Female,Brewed,2,Nestlé,Home,4135,Taste,Yes,Medium Sugar,No,4,Afternoon,No
Mumbai,Maharashtra,18-25,Male,Instant,4,Others,Café,3735,Energy,Yes,Less Sugar,No,2,Morning,No
Chennai,Tamil Nadu,18-25,Male,Espresso,5,Local Brand,Café,2450,Habit,No,Medium Sugar,Yes,5,Afternoon,No
Chennai,Tamil Nadu,50+,Male,Espresso,4,Nestlé,Home,2354,Energy,Yes,High Sugar,No,6,Morning,No
Mumbai,Maharashtra,18-25,Female,Espresso,1,Nestlé,Home,3808,Socializing,No,Medium Sugar,No,0,Evening,No
Chennai,Tamil Nadu,50+,Other,Filter Coffee,5,Nestlé,Home,2935,Taste,No,Medium Sugar,No,2,Evening,Yes
Jaipur,Rajasthan,50+,Other,Instant,5,Starbucks,Office,1534,Energy,Yes,Medium Sugar,Yes,0,Evening,No
Lucknow,Uttar Pradesh,18-25,Other,Brewed,4,Others,Home,584,Taste,No,Medium Sugar,No,4,Morning,No
Ahmedabad,Gujarat,18-25,Male,Instant,1,Nestlé,Café,3454,Habit,Yes,Less Sugar,Yes,0,Morning,No
Chennai,Tamil Nadu,50+,Other,Brewed,5,Local Brand,Home,212,Socializing,No,Less Sugar,No,6,Afternoon,Yes
Ahmedabad,Gujarat,36-50,Male,Brewed,4,Nestlé,Home,4367,Habit,Yes,High Sugar,Yes,3,Afternoon,No
Jaipur,Rajasthan,50+,Other,Filter Coffee,2,Local Brand,Home,2065,Habit,No,Less Sugar,No,4,Night,Yes
Chennai,Tamil Nadu,26-35,Other,Instant,1,Local Brand,Office,1512,Taste,No,No Sugar,No,4,Evening,Yes
Chennai,Tamil Nadu,26-35,Other,Espresso,4,Nestlé,Office,4904,Taste,No,Less Sugar,Yes,1,Evening,Yes
Chennai,Tamil Nadu,26-35,Male,Filter Coffee,5,Starbucks,Café,320,Habit,Yes,No Sugar,No,5,Afternoon,Yes
Mumbai,Maharashtra,26-35,Female,Instant,1,Local Brand,Office,1275,Socializing,Yes,No Sugar,Yes,3,Night,Yes
Lucknow,Uttar Pradesh,26-35,Female,Brewed,3,Others,Office,901,Energy,No,Less Sugar,No,4,Night,No
Chennai,Tamil Nadu,26-35,Other,Brewed,5,Bru,Office,3465,Habit,Yes,No Sugar,Yes,4,Night,Yes
Chennai,Tamil Nadu,18-25,Female,Espresso,1,Bru,Home,220,Energy,No,No Sugar,Yes,6,Morning,No
Kolkata,West Bengal,18-25,Other,Filter Coffee,3,Starbucks,Café,2449,Energy,No,Medium Sugar,Yes,1,Night,No
Lucknow,Uttar Pradesh,26-35,Female,Brewed,2,Nestlé,Café,265,Habit,Yes,No Sugar,No,6,Afternoon,No
Mumbai,Maharashtra,26-35,Male,Cold Coffee,2,Nestlé,Office,542,Taste,No,High Sugar,No,5,Morning,Yes
Delhi,Delhi,50+,Female,Cold Coffee,5,Nestlé,Café,3936,Taste,No,High Sugar,Yes,6,Afternoon,Yes
Bangalore,Karnataka,50+,Other,Filter Coffee,2,Others,Café,4289,Energy,Yes,High Sugar,No,6,Afternoon,No
Hyderabad,Telangana,36-50,Female,Instant,3,Bru,Café,2730,Socializing,Yes,High Sugar,Yes,0,Night,Yes
Hyderabad,Telangana,36-50,Other,Filter Coffee,1,Local Brand,Home,1255,Energy,Yes,No Sugar,Yes,5,Afternoon,Yes
Ahmedabad,Gujarat,36-50,Other,Instant,3,Nestlé,Home,216,Socializing,Yes,Less Sugar,No,5,Afternoon,Yes
Hyderabad,Telangana,36-50,Male,Espresso,4,Others,Office,2149,Energy,No,High Sugar,Yes,0,Afternoon,No
Kolkata,West Bengal,18-25,Female,Espresso,4,Others,Home,3279,Taste,No,High Sugar,Yes,2,Afternoon,No
Ahmedabad,Gujarat,26-35,Female,Instant,4,Others,Home,2024,Taste,No,No Sugar,Yes,1,Morning,No
Jaipur,Rajasthan,50+,Female,Cold Coffee,4,Others,Office,4064,Energy,No,Medium Sugar,Yes,5,Night,Yes
Hyderabad,Telangana,18-25,Female,Instant,2,Others,Home,2330,Taste,No,High Sugar,Yes,6,Night,No
Chennai,Tamil Nadu,36-50,Female,Brewed,3,Nestlé,Home,524,Habit,No,No Sugar,Yes,2,Morning,No
Delhi,Delhi,50+,Female,Espresso,3,Starbucks,Home,876,Taste,No,Medium Sugar,Yes,5,Evening,No
Ahmedabad,Gujarat,18-25,Other,Espresso,5,Starbucks,Home,2211,Habit,Yes,High Sugar,Yes,0,Night,Yes
Bangalore,Karnataka,36-50,Female,Cold Coffee,1,Others,Home,3333,Energy,Yes,Medium Sugar,No,0,Evening,No
Chennai,Tamil Nadu,18-25,Other,Brewed,3,Starbucks,Office,3275,Socializing,No,No Sugar,Yes,1,Night,Yes
Chennai,Tamil Nadu,36-50,Other,Espresso,4,Bru,Home,1104,Energy,Yes,Less Sugar,No,5,Evening,Yes
Kolkata,West Bengal,18-25,Female,Cold Coffee,1,Starbucks,Café,3500,Socializing,No,High Sugar,No,3,Morning,Yes
Mumbai,Maharashtra,18-25,Male,Espresso,5,Others,Home,4516,Habit,Yes,Less Sugar,Yes,1,Night,No
Delhi,Delhi,36-50,Other,Brewed,5,Starbucks,Café,2470,Habit,No,Less Sugar,Yes,4,Afternoon,No
Bangalore,Karnataka,26-35,Female,Filter Coffee,2,Local Brand,Office,2458,Taste,No,No Sugar,No,6,Evening,Yes
Chennai,Tamil Nadu,26-35,Male,Filter Coffee,3,Others,Office,3846,Habit,No,Less Sugar,Yes,5,Afternoon,No
Chennai,Tamil Nadu,50+,Other,Instant,2,Starbucks,Home,4557,Socializing,Yes,No Sugar,No,5,Evening,Yes
Bangalore,Karnataka,18-25,Female,Filter Coffee,5,Starbucks,Café,997,Taste,No,Less Sugar,No,0,Night,No
Chennai,Tamil Nadu,26-35,Male,Filter Coffee,4,Nestlé,Home,616,Energy,Yes,High Sugar,Yes,4,Night,No
Delhi,Delhi,18-25,Male,Brewed,4,Bru,Café,4333,Habit,No,High Sugar,No,3,Morning,Yes
Hyderabad,Telangana,26-35,Male,Cold Coffee,3,Others,Home,1097,Socializing,Yes,No Sugar,No,4,Afternoon,No
Chennai,Tamil Nadu,36-50,Female,Espresso,4,Nestlé,Home,660,Energy,Yes,Less Sugar,No,6,Afternoon,Yes
Mumbai,Maharashtra,18-25,Male,Cold Coffee,3,Bru,Office,4230,Energy,Yes,Less Sugar,Yes,2,Morning,No
Kolkata,West Bengal,18-25,Other,Espresso,5,Local Brand,Office,3522,Energy,No,Medium Sugar,No,6,Night,Yes
Pune,Maharashtra,18-25,Male,Brewed,3,Bru,Home,3718,Socializing,Yes,No Sugar,Yes,6,Night,Yes
Delhi,Delhi,50+,Male,Instant,3,Nestlé,Home,684,Socializing,Yes,Less Sugar,No,3,Night,Yes
Kolkata,West Bengal,26-35,Other,Espresso,4,Starbucks,Home,3927,Socializing,No,Medium Sugar,Yes,6,Morning,No
Delhi,Delhi,18-25,Male,Filter Coffee,5,Others,Home,3192,Taste,Yes,No Sugar,No,5,Night,No
Mumbai,Maharashtra,18-25,Other,Filter Coffee,3,Bru,Office,2189,Taste,Yes,Medium Sugar,Yes,4,Night,Yes
Delhi,Delhi,36-50,Male,Instant,2,Bru,Office,4545,Taste,Yes,No Sugar,Yes,6,Night,No
Bangalore,Karnataka,36-50,Other,Brewed,5,Local Brand,Home,3838,Habit,No,High Sugar,Yes,2,Night,No
Delhi,Delhi,36-50,Female,Espresso,3,Nestlé,Home,538,Energy,Yes,No Sugar,Yes,5,Evening,No
Ahmedabad,Gujarat,26-35,Male,Espresso,1,Bru,Café,4464,Energy,Yes,Less Sugar,No,2,Afternoon,No
Kolkata,West Bengal,50+,Male,Filter Coffee,5,Nestlé,Office,3894,Taste,No,High Sugar,No,3,Afternoon,No
Ahmedabad,Gujarat,18-25,Female,Instant,2,Bru,Café,4433,Socializing,Yes,Medium Sugar,No,3,Morning,Yes
Kolkata,West Bengal,50+,Male,Espresso,5,Local Brand,Office,3212,Taste,No,No Sugar,Yes,4,Afternoon,No
Delhi,Delhi,26-35,Male,Cold Coffee,3,Nestlé,Office,2673,Socializing,Yes,High Sugar,Yes,1,Afternoon,No
Kolkata,West Bengal,26-35,Other,Cold Coffee,1,Starbucks,Café,1490,Socializing,No,Less Sugar,Yes,3,Night,Yes
Chennai,Tamil Nadu,36-50,Male,Espresso,3,Bru,Office,2807,Socializing,No,No Sugar,No,1,Evening,No
Kolkata,West Bengal,26-35,Male,Espresso,5,Starbucks,Café,1888,Taste,Yes,Medium Sugar,Yes,5,Night,Yes
Pune,Maharashtra,36-50,Male,Cold Coffee,3,Others,Office,3543,Habit,No,No Sugar,No,1,Afternoon,Yes
Pune,Maharashtra,26-35,Male,Filter Coffee,4,Nestlé,Café,3610,Socializing,Yes,No Sugar,No,5,Afternoon,No
Kolkata,West Bengal,50+,Other,Cold Coffee,2,Local Brand,Home,3015,Taste,Yes,High Sugar,Yes,0,Afternoon,Yes
Mumbai,Maharashtra,18-25,Other,Brewed,3,Starbucks,Café,2217,Socializing,Yes,Medium Sugar,Yes,1,Morning,Yes
Chennai,Tamil Nadu,50+,Female,Filter Coffee,1,Local Brand,Café,3709,Energy,No,Medium Sugar,No,1,Evening,Yes
Bangalore,Karnataka,36-50,Other,Brewed,3,Starbucks,Café,3734,Habit,No,No Sugar,No,5,Evening,Yes
Kolkata,West Bengal,50+,Male,Espresso,1,Starbucks,Home,2982,Taste,No,Medium Sugar,Yes,1,Morning,No
Kolkata,West Bengal,26-35,Male,Espresso,3,Local Brand,Café,3481,Habit,No,Less Sugar,No,6,Afternoon,No
Pune,Maharashtra,26-35,Female,Espresso,3,Others,Café,724,Socializing,Yes,Medium Sugar,No,6,Morning,Yes
Mumbai,Maharashtra,36-50,Female,Cold Coffee,3,Others,Home,619,Energy,No,Medium Sugar,Yes,1,Evening,Yes
Lucknow,Uttar Pradesh,50+,Male,Filter Coffee,5,Local Brand,Café,4064,Habit,Yes,Less Sugar,Yes,3,Night,No
Kolkata,West Bengal,26-35,Female,Espresso,1,Others,Office,1619,Socializing,No,Medium Sugar,No,4,Evening,No
Mumbai,Maharashtra,50+,Female,Cold Coffee,5,Nestlé,Café,4202,Habit,No,Medium Sugar,No,5,Evening,Yes
Hyderabad,Telangana,36-50,Other,Instant,1,Nestlé,Café,2034,Energy,No,Less Sugar,No,1,Afternoon,Yes
Pune,Maharashtra,50+,Female,Instant,1,Bru,Office,4331,Energy,Yes,High Sugar,Yes,6,Morning,No
Jaipur,Rajasthan,26-35,Female,Instant,2,Local Brand,Office,2553,Habit,No,Medium Sugar,Yes,6,Afternoon,No
Pune,Maharashtra,50+,Male,Cold Coffee,5,Starbucks,Home,211,Taste,Yes,Medium Sugar,Yes,2,Morning,No
Delhi,Delhi,26-35,Male,Filter Coffee,3,Nestlé,Office,1634,Socializing,Yes,Medium Sugar,No,4,Night,No
Bangalore,Karnataka,26-35,Male,Instant,3,Others,Office,3834,Socializing,Yes,Medium Sugar,Yes,0,Evening,Yes
Ahmedabad,Gujarat,18-25,Male,Brewed,5,Bru,Office,2155,Habit,No,Medium Sugar,Yes,4,Afternoon,No
Ahmedabad,Gujarat,50+,Female,Cold Coffee,3,Bru,Home,4265,Habit,Yes,High Sugar,Yes,3,Night,No
Kolkata,West Bengal,50+,Other,Espresso,4,Nestlé,Office,3003,Taste,No,No Sugar,Yes,0,Evening,Yes
Mumbai,Maharashtra,18-25,Male,Cold Coffee,1,Local Brand,Office,2529,Energy,Yes,Medium Sugar,No,2,Afternoon,Yes
Pune,Maharashtra,36-50,Male,Filter Coffee,2,Bru,Office,3226,Socializing,Yes,High Sugar,Yes,4,Evening,No
Hyderabad,Telangana,50+,Male,Filter Coffee,4,Local Brand,Café,1303,Energy,Yes,No Sugar,Yes,6,Morning,No
Delhi,Delhi,18-25,Male,Brewed,5,Local Brand,Office,418,Socializing,No,No Sugar,Yes,4,Night,No
Bangalore,Karnataka,26-35,Other,Cold Coffee,1,Bru,Office,4813,Habit,No,Medium Sugar,No,2,Morning,Yes
Jaipur,Rajasthan,36-50,Other,Espresso,4,Starbucks,Home,4909,Habit,No,Less Sugar,No,1,Afternoon,Yes
Pune,Maharashtra,50+,Other,Filter Coffee,2,Bru,Office,4237,Habit,Yes,No Sugar,Yes,2,Night,Yes
Hyderabad,Telangana,26-35,Other,Espresso,3,Local Brand,Café,631,Energy,Yes,High Sugar,Yes,2,Afternoon,Yes
Jaipur,Rajasthan,50+,Male,Instant,4,Others,Office,1147,Habit,Yes,Medium Sugar,Yes,4,Afternoon,Yes
Bangalore,Karnataka,26-35,Other,Instant,4,Local Brand,Office,1867,Energy,Yes,Less Sugar,Yes,6,Afternoon,No
